EnrStatus,Department,Year,YOG,Grade,CrsNo,Description,SecNo,T1AttTrmGr,T1Grd,T2AttTrmGr,T2Grd,T3AttTrmGr,T3Grd,T4AttTrmGr,T4Grd,Exam,FG,Credit,Credit.1,PotentialCredit,Term,TeacherNum
W07,MAT,2020,2022,10,5121,Math 2 ACP Acc,1,,A-,,A,,P,,,,A,5,5,,FY,12
W07,MAT,2021,2022,11,5031,Math 3 (Pre-Calculus) H,1,,B,,A,,A,,A,,A,5,5,,FY,10
W07,MAT,2022,2022,12,5081,AP Calculus 4 AB,3,,B+,,C+,,C,,C-,,C+,5,5,,FY,19
W26,,2007,2010,9,5161,Math 1  I,,,,,,,,,,,A,5,5,,,1
W26,,2008,2010,10,5171,Math 2  I,,,,,,,,,,,A-,5,5,,,1
W26,,2009,2010,11,5181,Math 3  I,,,,,,,,,,,B-,5,5,,,1
W07,,2009,2012,9,5111,Mathematics 1 Acc,,,,,,,,,,,A,5,5,,,1
W07,,2010,2012,10,5121,Mathematics 2 Acc,,,A,,A-,,B+,,B+,A,A-,5,5,,,1
W07,,2011,2012,11,5131,Mathematics 3 Acc,,,A,,A,,B,,A,B,A-,5,5,,,1
W07,,2012,2012,12,5141,Intro to Calculus ACP Acc,,,A,,A-,,D,,D-,,C,5,5,,,1
Active,MAT,2022,2024,10,5171,Math 2 ACP,2,,A,,A,,A,,A,,A,5,12,,FY,22
Active,MAT,2023,2024,11,5131,Math 3 ACP Accelerated (Pre-Calculus),6,Y,A-,Y,A-,Y,A,Y,A-,A,A,12,12,,FY,22
Active,MAT,2022,2025,9,5011,Math 1 H,11,,,,,,A,,A,,A,5,12,,FY,49
Active,MAT,2022,2025,9,5012,Math 1 Accelerated/Honors,11,,A,,A,,,,,,,5,,,FY,49
Active,MAT,2023,2025,10,5021,Math 2 H,14,Y,A,Y,A,Y,A,Y,A,B-,A,12,12,,FY,15
W07,,2007,2010,9,5111,Mathematics 1 Acc,,,,,,,,,,,A-,5,5,,,1
W07,,2008,2010,10,5121,Mathematics 2 Acc,,,,,,,,,,,B,5,5,,,1
W07,,2009,2010,11,5131,Mathematics 3 Acc,,,,,,,,,,,B,5,5,,,1
W07,,2010,2010,12,5141,Introduction to Calculus Acc A,,,A-,,A,,A-,,A-,,A,5,5,,,1
W07,,2010,2013,9,5111,Mathematics 1 Acc,,,B-,,B,,B+,,B,B+,B,5,5,,,1
W07,,2011,2013,10,5121,Mathematics 2 Acc,,,B,,B+,,C+,,A,A-,B+,5,5,,,1
W07,,2012,2013,11,5131,Math 3 ACP Acc,,,A,,B+,,A,,A,A,A,5,5,,,1
W07,,2013,2013,12,5081,AP Calculus 4 AB,,,B+,,B-,,A-,,A-,,B+,5,5,,,1
W07,MAT,2020,2023,9,5011,Math 1 H,7,,A-,,A,,P,,,,A,5,12,,FY,3
W07,MAT,2021,2023,10,5021,Math 2 H,2,,A,,A,,A,,A,,A,5,12,,FY,50
W07,MAT,2022,2023,11,5031,Math 3 (Pre-Calculus) H,4,,A,,A,,A,,A,,A,5,12,,FY,21
W07,MAT,2023,2023,12,5041,AP Calculus 4 BC,4,Y,A,Y,A-,Y,A,Y,B,,A-,12,12,,FY,6
W07,,2016,2019,9,5161,Math 1 ACP,4,,B,,B-,,B-,,B,B,B,5,5,,FY,6
W07,,2017,2019,10,5171,Math 2 ACP,4,,A-,,B,,B+,,A,C-,B,5,5,,FY,40
W07,MAT,2018,2019,11,5181,Math 3 ACP,5,,B+,,A-,,A-,,A-,A-,A-,5,5,,FY,32
W07,MAT,2019,2019,12,5191,Pre-Calculus ACP,2,,B,,B-,,A-,,B,,B,5,5,,FY,14
W07,,2012,2016,9,5161,Math 1 ACP,,,A-,,A,,A,,A-,A-,A-,5,5,,,1
W07,,2013,2016,10,5171,Math 2 ACP,,,A,,A,,A,,A,A,A,5,5,,,1
W07,,2014,2016,11,5181,Math 3 ACP,,,A,,A,,A,,A-,B-,A,5,5,,,1
W07,,2015,2016,12,5191,Pre-Calculus ACP,,,A-,,A-,,B+,,A,,A,5,5,,,1
W01,,2015,2018,9,5411,Math 1  CP,,,B,,C+,,B-,,C,D+,C+,5,5,,,1
W01,,2016,2018,10,5721,Mathematics 10 CP,1,,,,,,,,D-,F,D,5,5,,FY,2
W07,,2014,2017,9,5011,Math 1 H,,,C+,,,,,,,,,5,,,,1
W07,,2014,2017,9,5111,Math 1 ACP Acc,,,,,A,,A,,A,A-,A,5,5,,,1
W07,,2015,2017,10,5121,Math 2 ACP Acc,,,A,,A,,A,,A-,A,A,5,5,,,1
W07,,2016,2017,11,5131,Math 3 ACP Acc,2,,B,,A-,,A,,A-,A,A-,5,5,,FY,47
W07,,2017,2017,12,5081,AP Calculus 4 AB,1,,A-,,B,,B,,B,,B+,5,5,,FY,10
W07,,2015,2018,9,5011,Math 1 H,,,C+,,B,,B,,B-,B+,B,5,5,,,1
W07,,2016,2018,10,5021,Math 2 H,4,,A-,,A,,A-,,A,C,B+,5,5,,FY,30
W07,,2017,2018,11,5031,Math 3 H,5,,B-,,B-,,A,,C,B,B,5,5,,FY,19
W07,MAT,2018,2018,12,5081,AP Calculus 4 AB,1,,A,,A,,A-,,B+,,A-,5,5,,FY,10
W07,,2012,2016,9,5111,Math 1 ACP Acc,,,A,,A,,A,,A-,A,A,5,5,,,1
W07,,2013,2016,10,5121,Math 2 ACP Acc,,,A,,A-,,A,,A,A-,A,5,5,,,1
W07,,2014,2016,11,5131,Math 3 ACP Acc,,,A-,,A,,A,,B+,A-,A-,5,5,,,1
W07,,2015,2016,12,5141,Intro to Calculus ACP Acc,,,A-,,B,,B,,B+,B,A-,5,5,,,1
W07,,2007,2010,9,5161,Math 1  I,,,,,,,,,,,B-,5,5,,,1
W07,,2008,2010,10,5171,Math 2  I,,,,,,,,,,,B+,5,5,,,1
W07,,2009,2010,11,5181,Math 3  I,,,,,,,,,,,C-,5,5,,,1
W07,,2010,2010,12,5441,Tpcs PreCalc II,,,A,,A,,,,,,,2.5,,,,1
W18,,2009,2016,9,5711,Mathematics 9,,,,,,,,,,,C+,5,5,,,1
W18,,2010,2016,10,5421,Math 2  II,,,M,,B+,,,,D+,D-,D+,5,5,,,1
W18,,2011,2016,11,5431,Math 3  II,,,B+,,,,,,P,,P,5,5,,,1
W07,,2012,2016,9,5161,Math 1 ACP,,,A,,A,,A,,A,A-,A,5,5,,,1
W07,,2013,2016,10,5171,Math 2 ACP,,,A-,,A-,,A,,A,B,A-,5,5,,,1
W07,,2014,2016,11,5181,Math 3 ACP,,,A-,,B+,,A-,,A-,B,B+,5,5,,,1
W07,,2015,2016,12,5191,Pre-Calculus ACP,,,A,,A-,,A-,,A,,A,5,5,,,1
W07,,2014,2017,9,5161,Math 1 ACP,,,B,,B,,B+,,B+,B+,B+,5,5,,,1
W07,,2015,2017,10,5171,Math 2 ACP,,,B,,B,,A-,,A,C,B,5,5,,,1
W07,,2016,2017,11,5181,Math 3 ACP,1,,A,,A,,A,,A,A,A,5,5,,FY,20
W07,,2017,2017,12,5191,Pre-Calculus ACP,4,,A,,A,,B,,C+,,A-,5,5,,FY,37
W07,,2016,2019,9,5011,Math 1 H,3,,C,,ND,,NB-,,ND,,N,5,0,,FY,47
W07,,2017,2019,10,5121,Math 2 ACP Acc,4,,A,,A,,A,,A,A,A,5,5,,FY,32
W07,MAT,2018,2019,11,5131,Math 3 ACP Acc,7,,,,,,A,,F,B,B,5,5,,FY,22
W07,MAT,2019,2019,12,5081,AP Calculus 4 AB,3,,A,,B+,,B,,B,,B+,5,5,,FY,10
W07,,2016,2018,10,5021,Math 2 H,1,,A-,,A,,A-,,,B+,A-,5,5,,FY,18
W07,,2017,2018,11,5031,Math 3 H,2,,A,,,,A-,,A,A,A,5,5,,FY,6
W07,MAT,2018,2018,12,5041,AP Calculus 4 BC,2,,A,,A,5,B+,7,C+,,A-,5,5,,FY,23
W07,,2015,2016,11,5031,Math 3 H,,,A-,,A-,,B+,,A-,B+,A-,5,5,,,1
W07,,2016,2016,12,5041,AP Calculus 4 BC,2,,NB,,B+,,A-,,C,,B,5,5,,FY,35
Active,MAT,2022,2025,9,5011,Math 1 H,7,,,,,,A,,A,,A,5,12,,FY,37
Active,MAT,2022,2025,9,5012,Math 1 Accelerated/Honors,7,,A,,A,,,,,,,5,,,FY,37
Active,MAT,2023,2025,10,5021,Math 2 H,3,Y,A,Y,A,Y,A,Y,A,A,A,12,12,,FY,7
W07,MAT,2019,2022,9,5011,Math 1 H,6,,A,,A,,A,,A,A,A,5,5,,FY,29
W07,MAT,2020,2022,10,5021,Math 2 H,7,,A,,A,,P,,,,A,5,5,,FY,15
W07,MAT,2021,2022,11,5031,Math 3 (Pre-Calculus) H,2,,A,,A,,A,,A,,A,5,5,,FY,10
W07,MAT,2022,2022,12,5041,AP Calculus 4 BC,2,,A,,A,,A,,A,,A,5,5,,FY,6
W07,,2011,2012,11,5131,Mathematics 3 Acc,,,B,,B+,,B,,B+,C+,B,5,5,,,1
W07,,2012,2012,12,5141,Intro to Calculus ACP Acc,,,B,,A-,,A-,,A,,B+,5,5,,,1
W02,,2017,2020,9,5161,Math 1 ACP,4,,B+,,B-,,B-,,B+,C+,B,5,5,,FY,1
W02,MAT,2018,2020,10,5171,Math 2 ACP,2,,A-,,B+,,B,,B,C+,B,5,5,,FY,31
W07,,2016,2019,9,5011,Math 1 H,5,,A,,A,,A,,A,B+,A,5,5,,FY,9
W07,,2017,2019,10,5021,Math 2 H,4,,A,,A,,A-,,B+,B+,A-,5,5,,FY,1
W07,MAT,2018,2019,11,5031,Math 3 H,4,,A-,,A,,A-,,B,B+,A-,5,5,,FY,7
W07,MAT,2019,2019,12,5081,AP Calculus 4 AB,2,,A,,A,,A,,A,,A,5,5,,FY,13
Active,MAT,2021,2024,9,5011,Math 1 H,3,,A,,A,,A,,A,,A,5,12,,FY,53
Active,MAT,2022,2024,10,5021,Math 2 H,3,,A,,A,,A,,A,,A,5,12,,FY,17
Active,MAT,2023,2024,11,5031,Math 3 (Pre-Calculus) H,6,Y,A,Y,A,Y,A,Y,A,A,A,12,12,,FY,62
W07,,2015,2018,9,5161,Math 1 ACP,,,B-,,C,,B,,B+,B,B,5,5,,,1
W07,,2016,2018,10,5171,Math 2 ACP,3,,A,,B,,A-,,A-,B,A-,5,5,,FY,31
W07,,2017,2018,11,5131,Math 3 ACP Acc,6,,C+,,B,,A,,C+,F,B-,5,5,,FY,22
W07,MAT,2018,2018,12,5141,Intro to Calculus ACP Acc,5,,D,,C+,,C,,C,,C,5,5,,FY,19
W07,,2013,2016,9,5161,Math 1 ACP,,,C-,,B-,,C,,B-,C,C+,5,5,,,1
W07,,2014,2016,10,5171,Math 2 ACP,,,A-,,A,,A-,,A-,A-,A-,5,5,,,1
W07,,2015,2016,11,5181,Math 3 ACP,,,B,,B,,A,,A-,B,B+,5,5,,,1
W07,,2016,2016,12,5191,Pre-Calculus ACP,1,,B,,B+,,NC+,,D+,,B-,5,5,,FY,8
W07,,2011,2015,9,5161,Math 1 I,,,B+,,A,,B-,,A,B,B+,5,5,,,1
W07,,2012,2015,10,5171,Math 2 ACP,,,B+,,B-,,A-,,B+,B+,B+,5,5,,,1
W07,,2013,2015,11,5181,Math 3 ACP,,,C+,,B+,,B,,B,D+,B-,5,5,,,1
W07,,2014,2015,12,5191,Pre-Calculus ACP,,,A-,,B+,,B,,B,,B,5,5,,,1
W07,,2011,2015,9,5111,Mathematics 1 Acc,,,A,,A,,A,,A,A,A,5,5,,,1
W07,,2012,2015,10,5121,Math 2 ACP Acc,,,A,,A,,A-,,A,A,A,5,5,,,1
W07,,2013,2015,11,5131,Math 3 ACP Acc,,,A,,A,,A,,A,A,A,5,5,,,1
W07,,2014,2015,12,5141,Intro to Calculus ACP Acc,,,A,,A,,A,,A-,,A,5,5,,,1
Active,MAT,2022,2025,9,5011,Math 1 H,8,,,,,,A,,A,,A,5,12,,FY,37
Active,MAT,2022,2025,9,5012,Math 1 Accelerated/Honors,8,,A,,A,,,,,,,5,,,FY,37
Active,MAT,2023,2025,10,5021,Math 2 H,6,Y,A,Y,A,Y,A-,Y,A-,D+,A-,12,12,,FY,28
W07,,2014,2017,9,5161,Math 1 ACP,,,A,,A-,,A,,A,A-,A,5,5,,,1
W07,,2015,2017,10,5171,Math 2 ACP,,,A,,A-,,A,,A,A,A,5,5,,,1
W07,,2016,2017,11,5181,Math 3 ACP,5,,A,,A,,A,,A,B+,A,5,5,,FY,1
W07,,2017,2017,12,5191,Pre-Calculus ACP,4,,A,,A,,B,,A,,A,5,5,,FY,37
W07,,2016,2019,9,5011,Math 1 H,3,,B+,,A-,,A-,,A,B+,A-,5,5,,FY,47
W07,,2017,2019,10,5021,Math 2 H,1,,A,,A-,,A,,A-,B,A-,5,5,,FY,30
W07,MAT,2018,2019,11,5031,Math 3 H,1,,B+,,A,,A,,B+,A,A-,5,5,,FY,19
W07,MAT,2019,2019,12,5041,AP Calculus 4 BC,4,,A-,,A,,B,,B,,A-,5,5,,FY,5
Active,MAT,2021,2024,9,5011,Math 1 H,4,,A,,A,,A,,A,,A,5,12,,FY,53
Active,MAT,2022,2024,10,5021,Math 2 H,8,,C-,,D-,,B+,,D,,D+,5,12,,FY,12
Active,MAT,2023,2024,11,5131,Math 3 ACP Accelerated (Pre-Calculus),2,Y,A-,Y,A,Y,B+,Y,A,B-,A-,12,12,,FY,18
W07,,2009,2012,9,5011,Honors Math 1,,,,,,,,,,,A-,5,5,,,1
W07,,2010,2012,10,5021,Honors Math 2,,,A-,,A-,,C,,B,B,B,5,5,,,1
W07,,2011,2012,11,5031,Honors Math 3,,,B+,,A,,A-,,A-,A,A,5,5,,,1
W07,,2012,2012,12,5081,AP Calculus 4 AB,,,A,,B+,,A-,,B,,A-,5,5,,,1
W07,,2015,2018,9,5161,Math 1 ACP,,,B,,B,,A-,,A-,C+,B,5,5,,,1
W07,,2016,2018,10,5171,Math 2 ACP,3,,B,,B,,B+,,B,C,B,5,5,,FY,31
W07,,2017,2018,11,5181,Math 3 ACP,4,,A,,A-,,B,,B,C+,B+,5,5,,FY,1
W07,MAT,2018,2018,12,5191,Pre-Calculus ACP,2,,B,,B,,C,,C+,,B-,5,5,,FY,14
W07,,2013,2016,9,5161,Math 1 ACP,,,A,,A,,A,,A,A,A,5,5,,,1
W07,,2014,2016,10,5121,Math 2 ACP Acc,,,B,,B+,,B,,B,C,B,5,5,,,1
W07,,2015,2016,11,5131,Math 3 ACP Acc,,,B,,B+,,B,,C+,C,B-,5,5,,,1
W07,,2016,2016,12,5141,Intro to Calculus ACP Acc,2,,C,,C+,,C,,B,,C+,5,5,,FY,1
W07,,2017,2020,9,5161,Math 1 ACP,3,,C-,,D,,D+,,D-,D-,D,5,5,,FY,1
W07,MAT,2018,2020,10,5171,Math 2 ACP,2,,D+,,C+,,C-,,C,D-,C-,5,5,,FY,31
W07,MAT,2019,2020,11,5181,Math 3 ACP,2,,D,,F,,C-,,F,F,D-,5,5,,FY,21
W07,MAT,2020,2020,12,5191,Trigonometry & Statistics ACP,2,,C-,,C+,,P,,,,C,5,5,,FY,37
W07,MAT,2020,2023,9,5161,Math 1 ACP,4,,A,,A,,P,,,,A,5,12,,FY,37
W07,MAT,2021,2023,10,5121,Math 2 ACP Acc,6,,A,,A,,A,,A,,A,5,12,,FY,9
W07,MAT,2022,2023,11,5131,Math 3 ACP Accelerated (Pre-Calculus),5,,A,,A,,A-,,B+,,A-,5,12,,FY,18
W07,MAT,2023,2023,12,5141,Intro to Calculus ACP Acc,5,Y,B+,Y,A,Y,A,Y,A-,,A-,12,12,,FY,30
W07,,2014,2017,9,5111,Math 1 ACP Acc,,,A,,A,,A,,A-,A-,A,5,5,,,1
W07,,2015,2017,10,5121,Math 2 ACP Acc,,,A,,A,,A,,A,A-,A,5,5,,,1
W07,,2016,2017,11,5131,Math 3 ACP Acc,6,,A-,,A,,A,,A,B+,A,5,5,,FY,22
W07,,2017,2017,12,5081,AP Calculus 4 AB,4,,A,,B+,,B+,,B,,B+,5,5,,FY,13
W07,,2017,2020,9,5111,Math 1 ACP Acc,4,,B+,,B,,B+,,C,B-,B,5,5,,FY,10
W07,MAT,2018,2020,10,5121,Math 2 ACP Acc,3,,B-,,B,,C-,,C,D+,C,5,5,,FY,10
W07,MAT,2019,2020,11,5131,Math 3 ACP Accelerated (Pre-Calculus),1,,B-,,B,,C+,,D,D,C,5,5,,FY,44
W07,MAT,2020,2020,12,5141,Intro to Calculus ACP Acc,4,,A-,,B+,,P,,,,B+,5,5,,FY,27
W07,MAT,2018,2021,9,5011,Math 1 H,7,,B,,C,,C,,A,B-,B-,5,5,,FY,9
W07,MAT,2019,2021,10,5021,Math 2 H,4,,C+,,B+,,B,,B-,B,B-,5,5,,FY,30
W07,MAT,2020,2021,11,5031,Math 3 (Pre-Calculus) H,5,,B+,,C+,,P,,,,B+,5,5,,FY,10
W07,MAT,2021,2021,12,5081,AP Calculus 4 AB,5,,A,,B,,P,,A,,A,5,5,,FY,13
W07,MAT,2018,2021,9,5011,Math 1 H,4,,A,,A,,A,,A-,A,A,5,5,,FY,29
W07,MAT,2019,2021,10,5021,Math 2 H,5,,A,,A-,,A,,A,A,A,5,5,,FY,18
W07,MAT,2020,2021,11,5031,Math 3 (Pre-Calculus) H,3,,A,,A,,P,,,,A,5,5,,FY,19
W07,MAT,2021,2021,12,5041,AP Calculus 4 BC,2,,A,,A,,A,,A,,A,5,5,,FY,6
W07,MAT,2019,2021,10,5021,Math 2 H,3,,B-,,C,,,,,,,5,,,FY,30
W07,MAT,2019,2021,10,5121,Math 2 ACP Acc,5,,,,,,B,2,A,A,A,5,5,,FY,12
W07,MAT,2020,2021,11,5131,Math 3 ACP Accelerated (Pre-Calculus),2,,A-,,A,,P,,,,A-,5,5,,FY,26
W07,MAT,2021,2021,12,5081,AP Calculus 4 AB,3,,A,,A,,B,,A,,A,5,5,,FY,10
W07,,2007,2010,9,5161,Math 1  I,,,,,,,,,,,B,5,5,,,1
W07,,2008,2010,10,5171,Math 2  I,,,,,,,,,,,A-,5,5,,,1
W07,,2009,2010,11,5181,Math 3  I,,,,,,,,,,,A-,5,5,,,1
W07,,2010,2010,12,5191,Precalculus I,,,A,,A-,,B+,,,,A-,5,3.75,3.75,,1
W07,,2017,2020,9,5111,Math 1 ACP Acc,6,,B,,B,,B-,,A-,C,B,5,5,,FY,48
W07,MAT,2018,2020,10,5121,Math 2 ACP Acc,2,,A-,,B,,A-,,B-,A,B+,5,5,,FY,32
W07,,2009,2012,9,5011,Honors Math 1,,,,,,,,,,,B,5,5,,,1
W07,,2010,2012,10,5021,Honors Math 2,,,B+,,B+,,A-,,A-,B,B+,5,5,,,1
W07,,2011,2012,11,5031,Honors Math 3,,,A,,A,,A,,A-,B+,A,5,5,,,1
W07,,2012,2012,12,5081,AP Calculus 4 AB,,,A,,A,,A,,A-,,A,5,5,,,1
W07,MAT,2018,2021,9,5011,Math 1 H,6,,B,,B+,,B,,A-,B+,B+,5,5,,FY,9
W07,MAT,2019,2021,10,5021,Math 2 H,6,,A,,B,,A,,A,B,A-,5,5,,FY,18
W07,MAT,2020,2021,11,5031,Math 3 (Pre-Calculus) H,5,,A,,A,,P,,,,A,5,5,,FY,10
W07,MAT,2021,2021,12,5041,AP Calculus 4 BC,3,,A,,A,,A,,A,,A,5,5,,FY,11
W07,,2016,2019,9,5111,Math 1 ACP Acc,6,,C,,C+,,C-,,C,D,C,5,5,,FY,1
W07,,2017,2019,10,5121,Math 2 ACP Acc,6,,C,,C+,,B,,B-,B,B-,5,5,,FY,5
W07,MAT,2018,2019,11,5131,Math 3 ACP Acc,6,,C+,,C+,,B,,C+,B-,C+,5,5,,FY,22
W07,MAT,2019,2019,12,5141,Intro to Calculus ACP Acc,3,,C-,,C,,D-,,C+,,C-,5,5,,FY,7
W14,MAT,2022,2023,11,5181,Math 3 ACP,4,,A,,A,,A,,B,,A,5,12,,FY,6
W07,,2011,2015,9,5011,Honors Math 1,,,A,,A,,A,,A-,A,A,5,5,,,1
W07,,2012,2015,10,5021,Honors Math 2,,,D,,B,,B-,,B+,C+,C+,5,5,,,1
W07,,2013,2015,11,5031,Math 3 H,,,A-,,A-,,B+,,P,B-,B+,5,5,,,1
W07,,2014,2017,9,5111,Math 1 ACP Acc,,,B-,,C-,,D,,D,C,C-,5,5,,,1
W07,,2015,2017,10,5821,Math 2 SIMMS  ACP,,,C,,B,,C+,,C+,A-,B-,5,5,,,1
W07,,2016,2017,11,5831,Math 3 SIMMS  ACP,1,,B-,,B-,,C-,,B,D+,C+,5,5,,FY,20
W07,,2017,2017,12,5841,Math SIMMS Pre-Calculus ACP,1,,D,,A,,A-,,A-,,A-,5,5,,FY,18
W07,,2013,2016,9,5411,Math 1  CP,,,A,,A,,A,,A,A,A,5,5,,,1
W07,,2014,2016,10,5421,Math 2  CP,,,A,,A,,A,,A,A,A,5,5,,,1
W07,,2015,2016,11,5431,Math 3  CP,,,A,,A,,A,,A-,A,A,5,5,,,1
W07,,2016,2016,12,5441,Topics in Pre-Calculus CP,1,,C,,A,,A-,,C+,,B-,5,5,,FY,3
Active,MAT,2021,2024,9,5161,Math 1 ACP,1,,A,,A,,A,,A,,A,5,12,,FY,14
Active,MAT,2022,2024,10,5121,Math 2 ACP Acc,8,,B+,,B-,,B,,B,,B,5,12,,FY,12
Active,MAT,2023,2024,11,5131,Math 3 ACP Accelerated (Pre-Calculus),2,Y,A,Y,A-,Y,A-,Y,A,A-,A,12,12,,FY,18
Active,MAT,2023,2026,9,5411,Math 1  CP,7,N,F,N,F,,,,,,,12,0,,FY,30
W14,,2013,2016,11,5961,Links Math CP,,,,,,,F,,F,,F,5,0,,,1
W14,,2014,2016,12,5961,Math CP,,,A-,,,,,,,,,2.5,,,,1
W07,MAT,2018,2021,9,5161,Math 1 ACP,2,,,,B,,B+,,A-,C+,B,5,5,,FY,31
W07,MAT,2018,2021,9,5811,Math 1 SIMMS  ACP,1,,A-,,,,,,,,,5,0,,FY,37
W07,MAT,2019,2021,10,5121,Math 2 ACP Acc,2,,,,I,,C+,,C-,,B-,5,5,,FY,9
W07,MAT,2019,2021,10,5171,Math 2 ACP,3,,A,,,,,,,,,5,,,FY,17
W07,MAT,2020,2021,11,5131,Math 3 ACP Accelerated (Pre-Calculus),4,,B,,B-,,P,,,,B,5,5,,FY,31
W07,MAT,2021,2021,12,5141,Intro to Calculus ACP Acc,2,,A,,A,,A,,B,,A,5,5,,FY,7
W07,,2015,2018,9,5111,Math 1 ACP Acc,,,A,,A,,A,,A-,A,A,5,5,,,1
W07,,2016,2018,10,5121,Math 2 ACP Acc,3,,A,,A,,A,,A-,A,A,5,5,,FY,36
W07,,2017,2018,11,5131,Math 3 ACP Acc,4,,A,,A,,A,,A,A,A,5,5,,FY,47
W07,MAT,2018,2018,12,5081,AP Calculus 4 AB,1,,A,,A,,A,,A,,A,5,5,,FY,10
W07,,2014,2017,9,5811,Math 1 SIMMS  ACP,,,B,,B,,B+,,B+,B-,B,5,5,,,1
W07,,2015,2017,10,5821,Math 2 SIMMS  ACP,,,P,,B+,,A-,,A,A,A-,5,5,,,1
W07,,2016,2017,11,5831,Math 3 SIMMS  ACP,1,,A-,,A,,A,,B,A,A-,5,5,,FY,20
W07,,2017,2017,12,5841,Math SIMMS Pre-Calculus ACP,1,,B,,B-,,B+,,C-,,B-,5,5,,FY,18
W07,,2010,2013,9,5011,Honors Math 1,,,B-,,B-,,B+,,B-,A,B,5,5,,,1
W07,,2012,2013,11,5031,Honors Math 3,,,B-,,B,,C+,,C,C+,C+,5,5,,,1
W07,,2013,2013,12,5081,AP Calculus 4 AB,,,C-,,C-,,D,,D-,,D+,5,5,,,1
W07,,2016,2019,9,5111,Math 1 ACP Acc,7,,B-,,C+,,C+,,C,D-,C,5,5,,FY,48
W07,,2017,2019,10,5171,Math 2 ACP,4,,A,,A,,A,,A,A-,A,5,5,,FY,40
W07,MAT,2018,2019,11,5181,Math 3 ACP,3,,B+,,A,,A,,A,A-,A,5,5,,FY,21
W07,MAT,2019,2019,12,5191,Pre-Calculus ACP,1,,A,,A,,B+,,A-,,A,5,5,,FY,14
W07,,2013,2016,9,5411,Math 1  CP,,,,,B,,B,,C,C,B,5,5,,,1
W07,,2013,2016,9,5711,Mathematics 9,,,A-,,,,,,,,,5,,,,1
W07,,2014,2016,10,5421,Math 2  CP,,,A-,,A-,,A-,,B+,B+,A-,5,5,,,1
W07,,2015,2016,11,5431,Math 3  CP,,,A,,B-,,C+,,B,B+,B,5,5,,,1
W07,,2016,2016,12,5441,Topics in Pre-Calculus CP,1,,A,,A,,A,,A,,A,5,5,,FY,3
W07,,2009,2011,10,5171,Math 2  I,,,,,,,,,,,A,5,5,,,1
W07,,2011,2011,12,5191,Precalculus I,,,B+,,A-,,A,,A,,A,5,5,,,1
W07,,2010,2013,9,5011,Honors Math 1,,,B+,,B-,,A-,,A-,A,B+,5,5,,,1
W07,,2011,2013,10,5021,Honors Math 2,,,B,,B,,B,,B,C+,B,5,5,,,1
W07,,2012,2013,11,5031,Honors Math 3,,,A,,A,,A-,,A-,A,A,5,5,,,1
W07,,2013,2013,12,5081,AP Calculus 4 AB,,,A,,A,,A,,A,,A,5,5,,,1
W07,,2012,2016,9,5161,Math 1 ACP,,,A-,,A,,A,,A,B-,A,5,5,,,1
W07,,2013,2016,10,5121,Math 2 ACP Acc,,,C+,,B,,C,,C+,B-,B-,5,5,,,1
W07,,2014,2016,11,5131,Math 3 ACP Acc,,,D,,B-,,C-,,C-,D-,C-,5,5,,,1
W07,,2015,2016,12,5191,Pre-Calculus ACP,,,A,,A,,A-,,A-,,A,5,5,,,1
Active,MAT,2021,2024,9,5111,Math 1 ACP Acc,6,,B,,P,,B,,B,,B,5,12,,FY,9
Active,MAT,2022,2024,10,5121,Math 2 ACP Acc,16,,A-,,A,,B-,,B-,,B,5,12,,FY,29
Active,MAT,2023,2024,11,5131,Math 3 ACP Accelerated (Pre-Calculus),3,Y,A,Y,A-,Y,A,Y,A-,A,A,12,12,,FY,31
Active,MAT,2023,2026,9,5011,Math 1 H,10,,,Y,A-,Y,A-,Y,B,D+,B+,12,12,,FY,45
Active,MAT,2023,2026,9,5012,Math 1 Accelerated/Honors,10,Y,B+,,,,,,,,,12,,,FY,45
W07,MAT,2020,2023,9,5111,Math 1 ACP Acc,6,,A,,A-,,P,,,,A,5,12,,FY,22
W07,MAT,2021,2023,10,5121,Math 2 ACP Acc,2,,A,,A,,A,,A,,A,5,12,,FY,15
W07,MAT,2022,2023,11,5131,Math 3 ACP Accelerated (Pre-Calculus),2,,A,,A,,A-,,A-,,A,5,12,,FY,31
W07,MAT,2023,2023,12,5611,Data Science H,2,Y,A-,Y,A,Y,A,Y,A,,A,12,12,,FY,20
Active,MAT,2023,2026,9,5012,Math 1 Accelerated/Honors,11,Y,B-,,,,,,,,,12,,,FY,37
Active,MAT,2023,2026,9,5111,Math 1 ACP Acc,11,,,Y,C-,Y,B-,Y,B,D,C+,12,12,,FY,37
W07,,2016,2019,9,5111,Math 1 ACP Acc,1,,A,,A-,,A,,A-,B,A-,5,5,,FY,10
W07,,2017,2019,10,5121,Math 2 ACP Acc,1,,B,,B,,A,,A,B-,B+,5,5,,FY,40
W07,MAT,2018,2019,11,5131,Math 3 ACP Acc,7,,B,,B-,,B,,B+,B+,B,5,5,,FY,22
W07,MAT,2019,2019,12,5141,Intro to Calculus ACP Acc,3,,B,,A,,B-,,B,,B,5,5,,FY,7
W07,,2010,2013,9,5111,Mathematics 1 Acc,,,A,,A,,B+,,B+,B,A-,5,5,,,1
W07,,2011,2013,10,5121,Mathematics 2 Acc,,,B,,B+,,B,,B,B-,B,5,5,,,1
