,Unnamed: 0,State,Area name,FIPS,TotalVote2024,DemVote2024,RepVote2024,OtherVote2024,"Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2008-12","High school diploma only, 2008-12","Some college or associate's degree, 2008-12","Bachelor's degree or higher, 2008-12","Percent of adults with less than a high school diploma, 2008-12","Percent of adults with a high school diploma only, 2008-12","Percent of adults completing some college or associate's degree, 2008-12","Percent of adults with a bachelor's degree or higher, 2008-12","Less than a high school diploma, 2018-22","High school diploma only, 2018-22","Some college or associate's degree, 2018-22","Bachelor's degree or higher, 2018-22","Percent of adults with less than a high school diploma, 2018-22","Percent of adults with a high school diploma only, 2018-22","Percent of adults completing some college or associate's degree, 2018-22","Percent of adults with a bachelor's degree or higher, 2018-22",Rural_Urban_Continuum_Code_2013,Urban_Influence_Code_2013,Metro_2013,Unemp2001,Unemp2022,Median_Household_Income_2021,Med_HH_Income_Percent_of_State_Total_2021,RepVote2020,DemVote2020,TotalVote2020,pctdem2008,pctdem2012,pctdem2016,pctrep2008,pctrep2012,pctrep2016,dempct2024,dempct2020,DiffPct,FIPS2,FIPS3,Diff3
290,290,CO,Larimer County,8069,225454,129363.0,89668,6423,12013.0,33279.0,49306.0,61828.0,7.7,21.3,31.5,39.5,11496.0,36879.0,61091.0,84443.0,5.928554116,19.01871496,31.5049843,43.54774662,8784.0,39944.0,68718.0,121688.0,3.673254326,16.70360551,28.73618975,50.88695041,2.0,2.0,1.0,3.2,2.7,78681.0,95.7,91489.0,126120.0,224338.0,53.99,51.47,47.51,44.26,45.72,42.57,57.3788888198923,56.21874136347832,1.1601474564139806,8069,08069,1
291,291,CO,Las Animas County,8071,7792,3276.0,4328,188,2379.0,2796.0,3436.0,1668.0,23.1,27.2,33.4,16.2,1839.0,3059.0,4099.0,1852.0,16.95087105,28.19614711,37.78228408,17.07069776,1219.0,2870.0,4756.0,1754.0,11.50108501,27.07802623,44.87215775,16.54873101,7.0,11.0,0.0,4.6,4.6,42708.0,51.9,4284.0,3497.0,7961.0,52.68,50.2,39.01,45.64,47.55,54.62,42.04312114989733,43.92664238161035,-1.8835212317130186,8071,08071,-1
292,292,CO,Lincoln County,8073,2571,432.0,2090,49,768.0,1475.0,1413.0,558.0,18.2,35.0,33.5,13.2,786.0,1519.0,1062.0,633.0,19.65,37.975,26.55,15.825,473.0,1737.0,1037.0,956.0,11.25386629,41.32762313,24.67285272,22.74565786,8.0,7.0,0.0,3.0,2.9,51975.0,63.2,2135.0,470.0,2651.0,23.7,24.14,16.79,74.52,73.76,77.67,16.802800466744458,17.72915880799698,-0.9263583412525236,8073,08073,-1
293,293,CO,Logan County,8075,10162,2098.0,7855,209,2308.0,4189.0,4671.0,1906.0,17.7,32.0,35.7,14.6,1720.0,5084.0,5766.0,2342.0,11.53433476,34.09334764,38.66684549,15.7054721,1343.0,5641.0,5092.0,2966.0,8.928333998,37.50166201,33.8518814,19.71812259,7.0,8.0,0.0,3.1,2.8,53234.0,64.7,8087.0,2218.0,10532.0,31.7,29.72,19.04,66.86,67.72,74.9,20.645542216099194,21.059627800987467,-0.41408558488827296,8075,08075,-1
294,294,CO,Mesa County,8077,91600,33573.0,55839,2188,11453.0,23154.0,24987.0,16764.0,15.0,30.3,32.7,22.0,9925.0,29853.0,33285.0,24505.0,10.17239259,30.59712201,34.11466874,25.11581666,8454.0,31580.0,36556.0,32875.0,7.723016489,28.84940392,33.39514913,30.03243046,3.0,2.0,1.0,3.8,3.4,63531.0,77.3,56894.0,31536.0,90622.0,34.48,32.69,27.98,64.02,65.08,64.1,36.65174672489083,34.799496810928915,1.8522499139619129,8077,08077,1
295,295,CO,Mineral County,8079,753,317.0,417,19,53.0,179.0,202.0,197.0,8.4,28.4,32.0,31.2,24.0,160.0,201.0,237.0,3.8585209,25.72347267,32.31511254,38.10289389,15.0,108.0,167.0,395.0,2.189781022,15.76642336,24.37956204,57.66423358,9.0,12.0,0.0,3.7,2.8,62213.0,75.7,427.0,317.0,756.0,43.34,44.77,36.35,53.61,52.92,52.76,42.09827357237716,41.93121693121693,0.16705664116022945,8079,08079,1
296,296,CO,Moffat County,8081,6671,1167.0,5358,146,1713.0,2812.0,2832.0,1047.0,20.4,33.5,33.7,12.5,1045.0,3187.0,3253.0,1255.0,11.95652174,36.46453089,37.21967963,14.35926773,783.0,3726.0,2647.0,1850.0,8.694203864,41.37241839,29.39151677,20.54186098,7.0,8.0,0.0,3.9,3.2,64133.0,78.0,5670.0,1203.0,7026.0,26.95,21.56,13.39,70.43,76.12,81.3,17.493629141058314,17.122117847993167,0.3715112930651472,8081,08081,1
297,297,CO,Montezuma County,8083,15136,5793.0,8972,371,2929.0,5129.0,4204.0,3250.0,18.9,33.1,27.1,21.0,1815.0,5005.0,6065.0,4825.0,10.2484472,28.26086957,34.24618859,27.24449464,1629.0,5814.0,5663.0,5634.0,8.692636073,31.02454642,30.21878335,30.06403415,6.0,6.0,0.0,4.4,3.8,53337.0,64.9,9306.0,5836.0,15500.0,39.42,36.87,30.9,58.87,60.08,61.07,38.27299154334038,37.651612903225804,0.6213786401145782,8083,08083,1
298,298,CO,Montrose County,8085,25617,8354.0,16704,559,4274.0,7373.0,6321.0,4121.0,19.3,33.4,28.6,18.7,4262.0,9086.0,8463.0,6546.0,15.02979864,32.04147124,29.84448284,23.08424728,3316.0,10284.0,8810.0,8593.0,10.69573912,33.17098345,28.41660484,27.71667258,4.0,5.0,0.0,4.4,3.4,56686.0,68.9,16770.0,7687.0,24922.0,33.91,30.49,25.8,63.69,67.32,67.88,32.6111566537846,30.84423401011155,1.7669226436730483,8085,08085,1
299,299,CO,Morgan County,8087,13458,3291.0,9830,337,4760.0,5164.0,4494.0,2243.0,28.6,31.0,27.0,13.5,3841.0,5567.0,5914.0,2616.0,21.41264355,31.03467499,32.96911584,14.58356561,3274.0,5990.0,6269.0,3348.0,17.34018325,31.72501456,33.20269054,17.73211165,6.0,3.0,0.0,3.2,3.2,61849.0,75.2,9593.0,3876.0,13744.0,37.26,36.3,26.35,61.29,61.26,68.1,24.453856442264822,28.20139697322468,-3.7475405309598564,8087,08087,-1
300,300,CO,Otero County,8089,8925,3164.0,5520,241,3197.0,4050.0,3897.0,2028.0,24.3,30.7,29.6,15.4,2221.0,3937.0,4508.0,1913.0,17.65641148,31.29819541,35.83750696,15.20788616,1512.0,4120.0,4693.0,2316.0,11.96107903,32.5923582,37.12522743,18.32133534,6.0,6.0,0.0,4.6,4.2,45658.0,55.5,5756.0,3605.0,9576.0,43.97,44.52,34.82,54.48,53.49,58.31,35.450980392156865,37.646198830409354,-2.195218438252489,8089,08089,-1
301,301,CO,Ouray County,8091,4098,2442.0,1573,83,182.0,591.0,958.0,1010.0,6.6,21.6,35.0,36.8,89.0,776.0,1053.0,1663.0,2.485339291,21.6699246,29.40519408,46.43954203,106.0,572.0,1428.0,2069.0,2.538922156,13.7005988,34.20359281,49.55688623,9.0,10.0,0.0,2.9,3.1,80686.0,98.1,1577.0,2365.0,4020.0,53.46,51.41,51.27,44.67,46.25,40.82,59.5900439238653,58.830845771144276,0.7591981527210265,8091,08091,1
302,302,CO,Park County,8093,12041,4841.0,6825,375,690.0,2772.0,3769.0,3140.0,6.7,26.7,36.3,30.3,575.0,2953.0,4609.0,4159.0,4.676317502,24.01594014,37.48373455,33.82400781,346.0,3274.0,5528.0,5032.0,2.440056417,23.08885755,38.98448519,35.48660085,1.0,1.0,1.0,3.5,2.6,84361.0,102.6,6991.0,4903.0,12290.0,45.29,41.23,32.84,52.18,55.9,58.89,40.20430196827506,39.89422294548413,0.31007902279093,8093,08093,1
303,303,CO,Phillips County,8095,2354,412.0,1888,54,553.0,964.0,886.0,596.0,18.4,32.1,29.5,19.9,402.0,903.0,959.0,546.0,14.30604982,32.13523132,34.12811388,19.43060498,323.0,873.0,991.0,779.0,10.89008766,29.43358058,33.4120027,26.26432906,9.0,10.0,0.0,2.8,2.1,56577.0,68.8,1958.0,486.0,2485.0,27.52,25.96,18.7,71.33,72.27,76.8,17.502124044180118,19.557344064386317,-2.0552200202061996,8095,08095,-1
304,304,CO,Pitkin County,8097,11167,7932.0,2992,243,417.0,1237.0,3202.0,6466.0,3.7,10.9,28.3,57.1,488.0,1344.0,4022.0,7245.0,3.725475227,10.26032522,30.70463394,55.30956562,247.0,1894.0,2839.0,8519.0,1.829765168,14.03066894,21.0311875,63.1083784,7.0,8.0,0.0,3.6,3.3,96316.0,117.1,2780.0,8989.0,11957.0,73.74,67.98,69.69,24.92,30.01,24.23,71.03071550102982,75.17772016392071,-4.147004662890893,8097,08097,-1
305,305,CO,Prowers County,8099,5144,1227.0,3833,84,2394.0,2468.0,2667.0,1016.0,28.0,28.9,31.2,11.9,1523.0,2321.0,2776.0,1285.0,19.26628716,29.36116382,35.11701455,16.25553447,1095.0,2354.0,2718.0,1376.0,14.51677052,31.20774228,36.03340846,18.24207875,7.0,11.0,0.0,3.2,2.8,48337.0,58.8,4008.0,1458.0,5561.0,32.22,31.24,23.64,65.94,66.42,70.39,23.85303265940902,26.21830606006114,-2.365273400652118,8099,08099,-1
306,306,CO,Pueblo County,8101,85107,39328.0,43688,2091,17199.0,28520.0,29474.0,16887.0,18.7,31.0,32.0,18.3,14444.0,30076.0,38625.0,22161.0,13.7162175,28.56057585,36.67882172,21.04438494,11554.0,34213.0,42279.0,27908.0,9.964296186,29.50566604,36.46187281,24.06816496,3.0,2.0,1.0,5.2,4.4,56311.0,68.5,42252.0,43772.0,88299.0,56.74,55.85,45.62,41.78,41.86,46.11,46.210064977028914,49.572475339471566,-3.3624103624426525,8101,08101,-1
307,307,CO,Rio Blanco County,8103,3690,637.0,2988,65,448.0,1234.0,1423.0,752.0,11.6,32.0,36.9,19.5,318.0,1563.0,1536.0,983.0,7.227272727,35.52272727,34.90909091,22.34090909,337.0,1513.0,1459.0,1034.0,7.759613171,34.83766981,33.59428966,23.80842735,9.0,10.0,0.0,2.7,3.7,65334.0,79.5,3061.0,561.0,3691.0,20.81,16.86,12.64,77.44,80.85,80.9,17.26287262872629,15.19913302628014,2.063739602446148,8103,08103,1
308,308,CO,Rio Grande County,8105,6194,2306.0,3743,145,1744.0,2386.0,2329.0,1500.0,21.9,30.0,29.3,18.8,1236.0,2417.0,2794.0,1508.0,15.53739786,30.38340666,35.12256442,18.95663105,802.0,2306.0,2453.0,2531.0,9.911023233,28.49728127,30.31389026,31.27780524,7.0,11.0,0.0,5.4,4.2,52353.0,63.7,3660.0,2495.0,6305.0,44.97,44.79,36.16,53.82,52.74,55.75,37.229577010009685,39.57176843774782,-2.342191427738136,8105,08105,-1
309,309,CO,Routt County,8107,16335,10208.0,5676,451,627.0,2347.0,4653.0,5640.0,4.7,17.7,35.1,42.5,527.0,2928.0,5444.0,7516.0,3.210478221,17.83734389,33.1647883,45.78738958,569.0,3409.0,5385.0,9379.0,3.03596201,18.18909401,28.7322591,50.04268488,7.0,8.0,0.0,2.9,2.5,93776.0,114.0,5925.0,10582.0,16876.0,62.66,56.67,54.34,35.8,41.07,37.39,62.49158249158249,62.704432329936004,-0.21284983835351312,8107,08107,-1
310,310,CO,Saguache County,8109,3400,1704.0,1577,119,1128.0,933.0,961.0,738.0,30.0,24.8,25.6,19.6,981.0,1191.0,1165.0,923.0,23.02816901,27.95774648,27.34741784,21.66666667,566.0,1547.0,1593.0,1195.0,11.54866354,31.56498674,32.5035707,24.38277902,9.0,12.0,0.0,6.0,3.4,43366.0,52.7,1413.0,1884.0,3389.0,62.98,63.62,49.98,34.69,32.9,40.46,50.11764705882353,55.591619946886986,-5.473972888063457,8109,08109,-1
311,311,CO,San Juan County,8111,588,376.0,188,24,34.0,62.0,145.0,187.0,7.9,14.5,33.9,43.7,50.0,116.0,239.0,175.0,8.620689655,20.0,41.20689655,30.17241379,24.0,169.0,129.0,230.0,4.347826087,30.61594203,23.36956522,41.66666667,9.0,10.0,0.0,6.8,2.6,54146.0,65.8,202.0,342.0,563.0,53.23,52.57,52.37,43.95,41.9,42.49,63.945578231292515,60.746003552397866,3.199574678894649,8111,08111,1
312,312,CO,San Miguel County,8113,4804,3529.0,1154,121,303.0,717.0,1434.0,2308.0,6.4,15.1,30.1,48.5,200.0,941.0,1391.0,2925.0,3.665017409,17.24390691,25.49019608,53.6008796,114.0,1116.0,1147.0,3905.0,1.814708691,17.76504298,18.2585164,62.16173193,9.0,12.0,0.0,3.8,3.1,79742.0,97.0,1136.0,3924.0,5147.0,76.99,70.3,68.72,21.45,27.11,23.86,73.45961698584513,76.23858558383525,-2.778968597990115,8113,08113,-1
313,313,CO,Sedgwick County,8115,1358,283.0,1048,27,401.0,688.0,589.0,260.0,20.7,35.5,30.4,13.4,257.0,581.0,609.0,247.0,15.17119244,34.29752066,35.95041322,14.58087367,149.0,443.0,671.0,455.0,8.672875437,25.78579744,39.05704307,26.48428405,9.0,10.0,0.0,2.8,2.6,45645.0,55.5,1121.0,301.0,1446.0,34.64,31.32,19.57,63.43,65.84,74.41,20.839469808541974,20.816044260027663,0.02342554851431089,8115,08115,1
314,314,CO,Summit County,8117,17542,11762.0,5244,536,1066.0,2788.0,4311.0,7630.0,6.7,17.7,27.3,48.3,934.0,3306.0,6105.0,9996.0,4.591711322,16.25288826,30.01327368,49.14212674,1387.0,4045.0,6050.0,12568.0,5.767151767,16.81912682,25.15592516,52.25779626,5.0,8.0,0.0,3.0,2.2,90297.0,109.8,5322.0,12631.0,18479.0,65.79,61.04,59.09,32.77,36.38,31.53,67.0505073537795,68.35326586936523,-1.3027585155857366,8117,08117,-1
315,315,CO,Teller County,8119,16326,5065.0,10856,405,852.0,3345.0,5536.0,4507.0,6.0,23.5,38.9,31.7,1007.0,4507.0,6411.0,5264.0,5.858397813,26.22025714,37.29710862,30.62423643,571.0,4238.0,7179.0,7336.0,2.954874767,21.93127717,37.15069344,37.96315463,2.0,2.0,1.0,3.9,3.0,76715.0,93.3,11241.0,5278.0,16939.0,34.97,32.32,24.94,63.12,64.91,67.47,31.02413328433174,31.15886415963162,-0.13473087529987993,8119,08119,-1
316,316,CO,Washington County,8121,2806,329.0,2436,41,606.0,1115.0,1119.0,474.0,18.3,33.6,33.8,14.3,380.0,1191.0,1195.0,609.0,11.25925926,35.28888889,35.40740741,18.04444444,319.0,956.0,1270.0,825.0,9.465875371,28.36795252,37.68545994,24.48071217,9.0,10.0,0.0,2.7,2.3,57522.0,70.0,2595.0,369.0,3008.0,21.05,18.06,10.83,77.56,80.12,84.12,11.724875267284391,12.267287234042554,-0.5424119667581628,8121,08121,-1
317,317,CO,Weld County,8123,179854,68752.0,106469,4633,21633.0,28551.0,33064.0,22997.0,20.4,26.9,31.1,21.6,23275.0,40851.0,51317.0,40128.0,14.96101458,26.25875002,32.98622494,25.79401045,25141.0,53594.0,70745.0,66084.0,11.66289362,24.86222189,32.81855969,30.6563248,2.0,2.0,1.0,3.5,3.2,84826.0,103.2,96145.0,66060.0,166968.0,44.67,42.33,34.35,53.39,55.04,56.6,38.22656154436376,39.564467442863304,-1.3379058984995424,8123,08123,-1
318,318,CO,Yuma County,8125,4663,758.0,3807,98,1298.0,2146.0,1911.0,985.0,20.5,33.8,30.1,15.5,917.0,2282.0,2345.0,1165.0,13.66820689,34.01401103,34.95304814,17.36473394,1011.0,1806.0,2220.0,1629.0,15.16651665,27.09270927,33.30333033,24.43744374,7.0,11.0,0.0,2.3,2.0,56161.0,68.3,4107.0,785.0,4981.0,24.92,21.56,15.15,73.3,76.25,80.36,16.255629423118165,15.75988757277655,0.49574185034161466,8125,08125,1
319,319,CT,Fairfield County,9001,452752,267019.0,178712,7021,93235.0,140262.0,125200.0,237674.0,15.6,23.5,21.0,39.9,68073.0,143004.0,132112.0,276192.0,10.99048889,23.08821226,21.32968238,44.59161647,,,,,,,,,2.0,2.0,1.0,2.8,4.1,100703.0,120.4,169039.0,297505.0,472990.0,58.7,54.85,57.89,40.59,44.22,38.0,58.976879174470795,62.89879278631683,-3.921913611846037,9001,09001,-1
320,320,CT,Hartford County,9003,429316,259366.0,162572,7378,102302.0,165890.0,139996.0,171651.0,17.6,28.6,24.1,29.6,75001.0,169383.0,156424.0,210167.0,12.27562503,27.72339294,25.60235689,34.39862515,,,,,,,,,1.0,1.0,1.0,3.1,4.3,79958.0,95.6,159024.0,283368.0,449336.0,65.16,62.37,59.09,33.69,36.52,36.42,60.413774469155584,63.06372069008493,-2.649946220929344,9003,09003,-1
321,321,CT,Litchfield County,9005,104029,46833.0,55644,1552,17963.0,39949.0,34428.0,34965.0,14.1,31.4,27.0,27.5,11753.0,41268.0,38434.0,44304.0,8.657252926,30.39798466,28.31046192,32.63430049,,,,,,,,,4.0,3.0,0.0,2.7,3.9,84689.0,101.3,55601.0,50164.0,107544.0,51.62,47.45,40.82,46.7,51.07,54.44,45.01917734477886,46.64509410101912,-1.625916756240258,9005,09005,-1
322,322,CT,Middlesex County,9007,97519,54173.0,41654,1692,12184.0,30873.0,28504.0,36545.0,11.3,28.6,26.4,33.8,7726.0,32596.0,31417.0,46124.0,6.555068172,27.65583771,26.65552379,39.13357033,,,,,,,,,1.0,1.0,1.0,2.5,3.6,94735.0,113.3,40665.0,56848.0,99203.0,60.77,57.29,51.18,37.76,41.41,43.86,55.55122591494991,57.30471860730018,-1.753492692350271,9007,09007,-1
323,323,CT,New Haven County,9009,397987,218981.0,171435,7571,93737.0,169936.0,135536.0,152433.0,17.0,30.8,24.6,27.6,69820.0,176313.0,146878.0,190895.0,11.9574041,30.19544242,25.15439129,32.69276219,,,,,,,,,2.0,2.0,1.0,3.1,4.3,75094.0,89.8,169892.0,242629.0,417980.0,60.99,60.65,54.25,37.84,38.32,41.96,55.02214896466467,58.04799272692473,-3.0258437622600596,9009,09009,-1
324,324,CT,New London County,9011,137500,76190.0,58858,2452,24276.0,55719.0,48299.0,45616.0,14.0,32.0,27.8,26.2,17765.0,58775.0,52493.0,58509.0,9.472544817,31.33964659,27.98999691,31.19781169,,,,,,,,,2.0,2.0,1.0,2.6,4.2,78552.0,93.9,57110.0,79459.0,139604.0,59.91,58.33,50.42,38.84,40.07,43.76,55.410909090909094,56.917423569525226,-1.5065144786161326,9011,09011,-1
325,325,CT,Tolland County,9013,81520,43311.0,36773,1436,9424.0,25251.0,23929.0,28598.0,10.8,29.0,27.4,32.8,7131.0,26407.0,27615.0,35512.0,7.377023742,27.31805721,28.56773393,36.73718512,,,,,,,,,1.0,1.0,1.0,2.2,3.8,86430.0,103.4,34819.0,44006.0,80546.0,59.64,55.72,49.73,38.81,42.43,44.16,53.129293424926395,54.63461872718695,-1.5053253022605517,9013,09013,-1
326,326,CT,Windham County,9015,56887,25073.0,30911,903,14535.0,25420.0,17775.0,13512.0,20.4,35.7,25.0,19.0,11185.0,29507.0,21171.0,17386.0,14.11374276,37.23327739,26.71453268,21.93844717,,,,,,,,,2.0,2.0,1.0,3.0,4.3,71581.0,85.6,29141.0,26701.0,57077.0,60.66,55.83,42.88,37.69,42.52,50.66,44.07509624342996,46.78066471608529,-2.7055684726553295,9015,09015,-1
327,327,CT,"Capitol Planning Region, Connecticut",9110,474436,285105.0,181038,8293,,,,,,,,,,,,,,,,,60675.0,169941.0,167081.0,277549.0,8.985614132,25.16727237,24.74372303,41.10339047,,,,,,,,,,,,,,,,,60.09345833790016,,,9110,09110,-1
328,328,CT,"Greater Bridgeport Planning Region, Connecticut",9120,137497,83461.0,51968,2068,,,,,,,,,,,,,,,,,25842.0,55769.0,47494.0,92435.0,11.66471066,25.17333213,21.43811501,41.7238422,,,,,,,,,,,,,,,,,60.70023345963912,,,9120,09120,-1
329,329,CT,"Lower Connecticut River Valley Planning Region, Connecticut",9130,104504,58360.0,44318,1826,,,,,,,,,,,,,,,,,6094.0,30676.0,33814.0,58376.0,4.725496278,23.78722084,26.2205335,45.26674938,,,,,,,,,,,,,,,,,55.84475235397688,,,9130,09130,-1
330,330,CT,"Naugatuck Valley Planning Region, Connecticut",9140,217587,99237.0,115290,3060,,,,,,,,,,,,,,,,,30931.0,96422.0,86572.0,106657.0,9.648389492,30.07717214,27.00463532,33.26980305,,,,,,,,,,,,,,,,,45.6079637110673,,,9140,09140,-1
331,331,CT,"Northeastern Connecticut Planning Region, Connecticut",9150,50970,21165.0,29028,777,,,,,,,,,,,,,,,,,6007.0,24018.0,21643.0,17252.0,8.715902496,34.84910041,31.40307603,25.03192107,,,,,,,,,,,,,,,,,41.524426133019425,,,9150,09150,-1
332,332,CT,"Northwest Hills Planning Region, Connecticut",9160,64115,31145.0,31961,1009,,,,,,,,,,,,,,,,,5633.0,23638.0,22047.0,31361.0,6.813096433,28.59008938,26.6657797,37.93103448,,,,,,,,,,,,,,,,,48.57677610543555,,,9160,09160,-1
333,333,CT,"South Central Connecticut Planning Region, Connecticut",9170,265008,156248.0,103087,5673,,,,,,,,,,,,,,,,,33937.0,112403.0,89572.0,159900.0,8.574019989,28.39807788,22.62993542,40.39796671,,,,,,,,,,,,,,,,,58.95972951759947,,,9170,09170,-1
334,334,CT,"Southeastern Connecticut Planning Region, Connecticut",9180,136994,76146.0,58392,2456,,,,,,,,,,,,,,,,,15048.0,58571.0,57270.0,66866.0,7.609415691,29.61796162,28.96007686,33.81254583,,,,,,,,,,,,,,,,,55.58345620976101,,,9180,09180,-1
335,335,CT,"Western Connecticut Planning Region, Connecticut",9190,306399,180079.0,121477,4843,,,,,,,,,,,,,,,,,35909.0,79350.0,81207.0,232830.0,8.364624874,18.48375014,18.91631881,54.23530618,,,,,,,,,,,,,,,,,58.77271139918864,,,9190,09190,-1
336,336,DE,Kent County,10001,88289,44222.0,42458,1609,16312.0,26100.0,22068.0,14769.0,20.6,32.9,27.8,18.6,15773.0,35266.0,32064.0,21371.0,15.09753623,33.75576699,30.6908896,20.45580719,13654.0,40702.0,36178.0,32277.0,11.11789661,33.1419824,29.45827328,26.28184772,3.0,2.0,1.0,3.8,5.2,64670.0,90.3,41009.0,44552.0,87025.0,54.38,51.72,44.71,44.57,46.78,49.59,50.08777990463138,51.19448434357943,-1.10670443894805,10001,10001,-1
337,337,DE,New Castle County,10003,276859,180700.0,90868,5291,47245.0,96294.0,85497.0,95774.0,14.5,29.6,26.3,29.5,38328.0,102958.0,95461.0,119313.0,10.7644779,28.91591305,26.81036904,33.50924002,29670.0,112020.0,102388.0,151345.0,7.503357164,28.32915637,25.8932839,38.27420256,1.0,1.0,1.0,3.5,4.4,74088.0,103.4,88364.0,195034.0,287633.0,69.72,66.3,62.09,29.1,32.23,32.59,65.26788004002037,67.80654514607156,-2.538665106051184,10003,10003,-1
338,338,DE,Sussex County,10005,147764,64836.0,81025,1903,25979.0,39366.0,26880.0,18374.0,23.5,35.6,24.3,16.6,20248.0,52642.0,38507.0,31400.0,14.1795696,36.86492013,26.96625279,21.98925748,18020.0,55407.0,50968.0,57735.0,9.894031736,30.42167682,27.98440674,31.6998847,2.0,2.0,1.0,3.7,4.4,70500.0,98.4,71230.0,56682.0,129352.0,45.24,42.88,37.1,53.82,55.9,59.06,43.878075850680816,43.819964128888614,0.058111721792201365,10005,10005,1
339,339,DC,District of Columbia,11001,325869,294185.0,21076,10608,85249.0,79169.0,69880.0,150237.0,22.2,20.6,18.2,39.1,52036.0,79574.0,72073.0,213749.0,12.46574292,19.06274555,17.26580617,51.20570536,35377.0,72816.0,72871.0,303532.0,7.300307885,15.02612485,15.03747451,62.63609275,1.0,1.0,1.0,6.5,4.7,91072.0,100.0,18586.0,317323.0,344356.0,92.46,90.91,90.86,6.53,7.28,4.09,90.27707452994915,92.14969392140692,-1.872619391457775,11001,11001,-1
340,340,FL,Alachua County,12001,137282,81578.0,52939,2765,14758.0,25033.0,35930.0,47803.0,11.9,20.3,29.1,38.7,13479.0,30620.0,41510.0,60012.0,9.256219913,21.02718701,28.50550401,41.21108906,10776.0,33952.0,45558.0,79056.0,6.363453839,20.04936755,26.90295379,46.68422482,2.0,2.0,1.0,3.5,2.8,56006.0,88.8,50972.0,89704.0,142604.0,60.2,57.88,58.97,38.65,40.52,36.43,59.42366807010387,62.904266359989904,-3.480598289886032,12001,12001,-1
341,341,FL,Baker County,12003,15011,1982.0,12926,103,3922.0,5780.0,3108.0,1143.0,28.1,41.4,22.3,8.2,3755.0,8315.0,3843.0,1453.0,21.62271104,47.88091673,22.12944835,8.366923874,2812.0,7978.0,5377.0,2660.0,14.93599618,42.37531205,28.56004674,14.12864503,1.0,1.0,1.0,4.1,2.8,60994.0,96.7,11911.0,2037.0,14059.0,21.04,20.33,16.72,78.42,78.95,81.48,13.203650656185465,14.488939469379046,-1.2852888131935813,12003,12003,-1
342,342,FL,Bay County,12005,98157,25201.0,71497,1459,18916.0,30550.0,32669.0,17636.0,19.0,30.6,32.7,17.7,14554.0,36018.0,40392.0,24584.0,12.59563125,31.17146121,34.95690103,21.27600651,12469.0,36364.0,46114.0,34466.0,9.635044393,28.09918633,35.63320532,26.63256396,3.0,2.0,1.0,5.1,2.7,60106.0,95.3,66097.0,25614.0,93024.0,29.16,27.61,24.92,69.87,71.22,71.12,25.674175046099617,27.53482972136223,-1.8606546752626123,12005,12005,-1
343,343,FL,Bradford County,12007,13952,2946.0,10920,86,4620.0,7179.0,4582.0,1502.0,25.8,40.1,25.6,8.4,5099.0,7541.0,5917.0,1737.0,25.1256529,37.15876614,29.15640091,8.559180053,3600.0,7851.0,6045.0,2653.0,17.86689166,38.96471289,30.00148891,13.16690655,6.0,4.0,0.0,4.4,3.1,54911.0,87.1,10334.0,3160.0,13632.0,29.38,28.58,24.17,69.68,70.64,73.67,21.11525229357798,23.18075117370892,-2.0654988801309386,12007,12007,-1
344,344,FL,Brevard County,12009,363015,141233.0,216533,5249,46416.0,98108.0,115194.0,80020.0,13.7,28.9,33.9,23.6,38044.0,117633.0,134849.0,103014.0,9.667124053,29.89098948,34.26564009,26.17624638,33334.0,119111.0,153308.0,149873.0,7.316088195,26.14227458,33.64777252,32.8938647,2.0,2.0,1.0,4.4,2.8,65280.0,103.5,207883.0,148549.0,360764.0,44.33,43.07,38.02,54.75,55.79,57.78,38.90555486687878,41.176226009247046,-2.270671142368265,12009,12009,-1
345,345,FL,Broward County,12011,877262,507328.0,358952,10982,203234.0,319416.0,327325.0,276527.0,18.0,28.4,29.1,24.5,151226.0,340917.0,363606.0,364894.0,12.38904413,27.92929628,29.78807071,29.89358887,138313.0,370311.0,391118.0,483243.0,10.00104846,26.77621232,28.28071165,34.94202757,1.0,1.0,1.0,4.5,2.9,65536.0,103.9,333409.0,618752.0,957672.0,67.13,67.2,66.51,32.39,32.27,31.37,57.83084186936172,64.6100126139221,-6.779170744560375,12011,12011,-1
346,346,FL,Calhoun County,12013,6444,1021.0,5367,56,2742.0,3427.0,2032.0,683.0,30.9,38.6,22.9,7.7,2724.0,4189.0,2520.0,881.0,26.4107039,40.61469847,24.43280977,8.541787861,2079.0,4219.0,2636.0,1112.0,20.6948039,41.99681465,26.23929922,11.06908222,6.0,6.0,0.0,5.0,3.3,43210.0,68.5,5274.0,1209.0,6526.0,29.16,27.05,20.41,69.59,70.97,76.55,15.844196151458721,18.52589641434263,-2.6817002628839077,12013,12013,-1
